,business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_phone_number,inspection_date,inspection_score,risks
797,64653,Mow Lee Company,774 Commercial St,94108,37.793907,-122.40586299999998,14155985767,8/8/18,80,"Unapproved or unmaintained equipment or utensils, Inadequate HACCP plan record keeping, Improper storage of equipment utensils or linens, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper food storage, Inadequate and inaccessible handwashing facilities, Inadequately cleaned or sanitized food contact surfaces, Food safety certificate or food handler card not available"
805,4884,LUCCA RAVIOLI CO,1100 VALENCIA St,94110,37.755177,-122.42099499999999,14155645581,8/8/18,87,"Unclean or unsanitary food contact surfaces, Low risk vermin infestation, Improper thawing methods"
808,562,DESTINO RESTAURANT,1815 MARKET St,94103,37.771437,-122.423892,14155649016,8/10/16,98,Unclean or degraded floors walls or ceilings
809,3343,PERRYS,1944 UNION St,94123,37.797647999999995,-122.431274,14155929022,3/27/18,96,Moderate risk food holding temperature
810,4643,CHEUNG HING CHINESE DELI & MEAT INC,323 Clement St,94118,37.782993,-122.462709,14155754259,1/9/18,83,"Other low risk violation, Inadequate ventilation or lighting, Inadequate and inaccessible handwashing facilities, Unclean or degraded floors walls or ceilings, Improper reheating of food"
815,62051,Parada 22,1805 HAIGHT St,94117,37.769303,-122.45196100000001,14155904077,5/14/18,86,"Foods not protected from contamination, Improper thawing methods, Unclean or degraded floors walls or ceilings, Inadequate food safety knowledge or lack of certified food safety manager"
819,7111,OAK FAIR MARKET,999 OAK St,94117,37.773284999999994,-122.435709,14155866082,6/5/18,98,Unapproved or unmaintained equipment or utensils
820,2684,ERIC'S RESTAURANT,1500 Church St,94131,37.746759000000004,-122.42699499999999,14155280919,3/27/18,87,"Unclean hands or improper use of gloves, Unclean or degraded floors walls or ceilings, Low risk vermin infestation, Unapproved or unmaintained equipment or utensils"
824,63404,Commonwealth,2224 MISSION St,94110,37.761337,-122.41935500000001,14155351500,8/8/18,90,"Noncompliance with HAACP plan or variance, Inadequate and inaccessible handwashing facilities, Wiping cloths not clean or properly stored or inadequate sanitizer"
827,60544,Manzoni,2790 Diamond St,94131,37.73473,-122.433823,14155332251,5/31/18,98,Improper food storage
828,1619,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,94110,37.76031,-122.417123,14155558050,4/3/18,90,"Low risk vermin infestation, Unclean nonfood contact surfaces, Unapproved or unmaintained equipment or utensils, Inadequate food safety knowledge or lack of certified food safety manager"
832,19058,Moscone Center West - 1st Flr. Pantry,800 Howard St 1st Floor,94103,37.783257,-122.40281599999999,14155974040,11/30/16,96,Moderate risk vermin infestation
833,19056,Moscone Center West -  3 Flr. Pantry,800 HOWARD St 3/F,94103,37.783257,-122.40281599999999,14155974040,11/30/16,96,Moderate risk vermin infestation
834,305,PACIFIC CATCH,2027 CHESTNUT St,94123,37.800763,-122.436536,14155441950,1/4/18,88,"Moderate risk food holding temperature, Improper or defective plumbing, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings"
838,379,GIANT SCOOP,2708 SAN BRUNO Ave,94134,37.727468,-122.403582,14155465051,3/28/18,77,"Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Moderate risk food holding temperature, Foods not protected from contamination, Unclean or unsanitary food contact surfaces, Unapproved or unmaintained equipment or utensils"
844,272,ON THE BRIDGE,1581 Webster St #206,94115,37.785227,-122.431472,14155927765,6/6/18,79,"Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Food safety certificate or food handler card not available, High risk food holding temperature"
850,33851,Thee Parkside,1600 17th St,94107,37.764987,-122.399872,14155251330,10/18/16,85,"High risk vermin infestation, No plan review or Building Permit, Improper storage of equipment utensils or linens, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings"
855,64805,Andersen Bread,1390 Market St Suite 110,94102,37.777053,-122.41693899999999,14150427100,3/30/18,86,"Moderate risk food holding temperature, Noncompliance with HAACP plan or variance, Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils"
859,63121,Sodini's Restaurant,510 Green St,94133,37.799696999999995,-122.407614,14155290499,6/11/18,81,"Low risk vermin infestation, Unclean nonfood contact surfaces, Foods not protected from contamination, High risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces"
864,5033,DESTINATION BAKING COMPANY,598 Chenery St,94131,37.734619,-122.432379,14155460730,8/3/18,83,"Unsanitary employee garments hair or nails, Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils, High risk vermin infestation, Inadequate and inaccessible handwashing facilities"
869,2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,94103,37.765708000000004,-122.409002,14155862802,5/31/18,90,"Improper thawing methods, Moderate risk food holding temperature, Unclean or degraded floors walls or ceilings"
872,3038,TURK & LARKIN DELI,476 TURK St,94102,37.782458,-122.416873,14155776889,10/23/17,79,"Moderate risk vermin infestation, High risk food holding temperature, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities, Improper thawing methods"
877,6025,KIMOCHI INC,1840 SUTTER St 208,94115,37.786428,-122.43088300000001,14155932294,6/13/18,90,"Unapproved or unmaintained equipment or utensils, Insufficient hot water or running water, Moderate risk vermin infestation"
880,6019,KIMOCHI HOME,1531 SUTTER St,94115,37.786944,-122.426377,14155926821,6/13/18,96,Insufficient hot water or running water
881,5992,RUSSIAN AMERICAN COMMUNITY SVC,300 ANZA St,94121,37.780768,-122.449974,14155385336,4/2/18,89,"Unclean or unsanitary food contact surfaces, Moderate risk vermin infestation"
883,61285,Cocola,3251 20th Ave 186,94132,37.728497,-122.47563899999999,14155246238,10/19/17,89,"Insufficient hot water or running water, High risk food holding temperature"
885,5179,Tenderloin Children's Playground,570 Ellis St,94109,37.784564,-122.415617,14155292162,10/24/17,89,"Low risk vermin infestation, Unapproved or unmaintained equipment or utensils, Contaminated or adulterated food"
888,2766,TAQUERIA GUADALAJARA,4798 MISSION,94112,37.721191,-122.43755,14155552785,10/23/17,83,"Improper cooling methods, Unclean or degraded floors walls or ceilings, Inadequate dressing rooms or improper storage of personal items, Inadequately cleaned or sanitized food contact surfaces, Improper food storage"
893,19057,Moscone Center West -  2nd Flr. Pantry,800 Howard St 2nd Floor,94103,37.783257,-122.40281599999999,14155974040,11/30/16,96,Moderate risk vermin infestation
894,3752,Pauline's Pizza,260 Valencia St,94103,37.768677000000004,-122.422275,14155552050,3/21/18,92,"Inadequately cleaned or sanitized food contact surfaces, Low risk vermin infestation, Permit license or inspection report not posted"
897,2360,LA TAQUERIA,2889 MISSION St,94110,37.750855,-122.41828600000001,14155287117,6/7/18,87,"Improper cooling methods, Wiping cloths not clean or properly stored or inadequate sanitizer, Moderate risk food holding temperature"
900,3611,ABSINTHE BRASSERIE & BAR,398 HAYES St,94102,37.77694,-122.42296200000001,14155551590,4/3/18,94,"Unclean or degraded floors walls or ceilings, Improper storage of equipment utensils or linens, Unapproved or unmaintained equipment or utensils"
903,7786,DIANDA'S ITAL-AMER.PASTRY CO.,2883 Mission St,94110,37.750959,-122.418264,14155645469,6/12/18,88,"Unclean nonfood contact surfaces, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
907,7479,RJ's Market,1425 Sansome St,94111,37.803634,-122.40328500000001,14155397160,6/1/18,93,Improper cooling methods
908,5958,ST. THOMAS THE APOSTLE,3801 BALBOA St,94121,37.775573,-122.49970900000001,14155263257,10/20/17,98,Improper food storage
909,56,CAFE X + O,1799 Church St,94131,37.742325,-122.426476,14155823535,3/27/18,98,Permit license or inspection report not posted
910,1154,SUNFLOWER RESTAURANT,506 Valencia St,94103,37.764678,-122.42190500000001,14155625023,1/10/18,81,"Inadequately cleaned or sanitized food contact surfaces, Unclean nonfood contact surfaces, Moderate risk vermin infestation, Improper food storage, High risk food holding temperature"
915,2980,PUERTO ALEGRE,546 Valencia St,94110,37.764148,-122.42185500000001,14155258201,2/15/18,89,"Inadequate food safety knowledge or lack of certified food safety manager, Improper reheating of food"
917,4957,Safeway Stores Inc #711,15 MARINA BL,94123,37.805073,-122.43310600000001,14155564946,1/17/18,92,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Improper food storage, Unclean nonfood contact surfaces"
921,63773,Irish Times Bar and Grill,500 Sacramento St,94111,37.79407,-122.401269,14155373799,3/15/16,92,"No thermometers or uncalibrated thermometers, Worker safety hazards, Unclean or degraded floors walls or ceilings, Other low risk violation"
925,3870,LA ALTENA,3346 MISSION St,94110,37.743206,-122.42154599999999,14155648415,1/5/18,90,"Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation, Unclean nonfood contact surfaces"
928,1274,MORNING DUE,3698 17th St,94104,37.762939,-122.428473,14155627156,8/9/18,86,"Improper storage of equipment utensils or linens, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer, Inadequate and inaccessible handwashing facilities"
933,5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,94103,37.766618,-122.42126299999998,14155868758,4/9/18,86,"Food in poor condition, Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities"
937,1207,TAQUERIA LA PAZ,305 TURK St,94102,37.782732,-122.41413899999999,14155677550,6/5/18,82,"Improper thawing methods, Permit license or inspection report not posted, Wiping cloths not clean or properly stored or inadequate sanitizer, Foods not protected from contamination, Inadequate and inaccessible handwashing facilities, Improper or defective plumbing"
943,5847,John Muir Elementary School,380 Webster St,94117,37.774046000000006,-122.429076,14155246335,4/5/18,90,"Unclean or degraded floors walls or ceilings, Low risk vermin infestation, Wiping cloths not clean or properly stored or inadequate sanitizer, Inadequate food safety knowledge or lack of certified food safety manager"
947,3899,FIREWOOD CAFE,4248 18th St,94110,37.760788,-122.43691299999999,14155250999,6/18/18,94,"Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings"
949,1111,SUBWAY 16604,753 POLK St,94109,37.783713,-122.419357,14155921055,6/5/18,87,"No hot water or running water, Inadequately cleaned or sanitized food contact surfaces, Low risk vermin infestation"
952,1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,94110,37.759944,-122.421356,14155641882,4/9/18,85,"Unclean nonfood contact surfaces, Improper food storage, High risk food holding temperature, Inadequate food safety knowledge or lack of certified food safety manager"
956,1994,EL POLLO SUPREMO,5210 MISSION St,94112,37.715469,-122.441846,14155335750,6/20/18,90,"Moderate risk vermin infestation, Foods not protected from contamination, Unclean or degraded floors walls or ceilings"
959,3228,THANH LONG RESTAURANT,4101 JUDAH St,94122,37.760383000000004,-122.50608999999999,14155257984,6/19/18,86,"Improper food storage, Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces, Inadequate and inaccessible handwashing facilities"
963,59331,The Lunch Box,50 Phelan Ave.,94112,37.723638,-122.45227299999999,14155323220,4/10/18,87,"Moderate risk food holding temperature, Unclean or unsanitary food contact surfaces, Unapproved or unmaintained equipment or utensils"
966,33700,Casa Guadalupe #3,2999 MISSION,94110,37.749194,-122.418116,14155875145,6/14/18,87,"Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils, High risk vermin infestation"
969,6032,FRANCIS OF ASSISI SENIOR MEALS PROG,145 Guerrero St,94103,37.768904,-122.424466,14155865790,4/10/18,92,"Foods not protected from contamination, Inadequate and inaccessible handwashing facilities"
971,2649,WAN KEE RESTAURANT,2152 MISSION St,94110,37.762527,-122.419475,14155864138,4/9/18,77,"Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Unclean hands or improper use of gloves, Unclean nonfood contact surfaces, Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation"
977,36840,Four Barrel Coffee,375 Valencia St,94103,37.766994,-122.42203500000001,14155996594,6/14/18,82,"Inadequate and inaccessible handwashing facilities, High risk vermin infestation, Unclean or unsanitary food contact surfaces"
980,64484,Twirl and Dip,335 Martin Luther King Jr Dr,94118,37.777122,-122.41963899999999,14155540358,6/14/18,94,"Wiping cloths not clean or properly stored or inadequate sanitizer, Permit license or inspection report not posted, Food safety certificate or food handler card not available"
983,2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,94134,37.727159,-122.403452,14155461818,4/9/18,79,"Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces, Improper thawing methods, Unclean hands or improper use of gloves, Unapproved or unmaintained equipment or utensils"
988,2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,37.708887,-122.49793400000001,14155404321,8/9/18,94,"Unclean or degraded floors walls or ceilings, Inadequately cleaned or sanitized food contact surfaces"
990,7575,SUPER MIRA,1790 SUTTER St,94115,37.786568,-122.429754,14155926529,7/18/18,90,"Noncompliance with shell fish tags or display, Inadequate ventilation or lighting, Wiping cloths not clean or properly stored or inadequate sanitizer, Unapproved or unmaintained equipment or utensils"
994,2797,MELS DRIVE-IN,1050 VAN NESS Ave,94109,37.785358,-122.421357,14155296357,11/1/17,81,"Foods not protected from contamination, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities, High risk food holding temperature"
998,1339,HIGHER GROUNDS,691 CHENERY St,94131,37.734483000000004,-122.43368000000001,14155582933,6/19/18,89,"Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings, Unclean or unsanitary food contact surfaces"
1001,3645,ZUNI CAFE,1658 MARKET St,94102,37.773415,-122.421598,14155552522,11/2/17,90,"Moderate risk food holding temperature, Improper food storage, Improper storage of equipment utensils or linens, Unapproved or unmaintained equipment or utensils"
1005,4335,ASIA SF LLC,201 09th St,94103,37.775025,-122.41309299999999,14155256789,10/26/17,82,"High risk food holding temperature, Unclean or degraded floors walls or ceilings, High risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1009,62308,Sam's Diner,1220 Market Street,94102,37.778496999999994,-122.415146,14155628590,10/26/17,86,"Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Moderate risk vermin infestation, Moderate risk food holding temperature"
1013,744,Cafe Bellini,865 MARKET St C45,94103,37.784317,-122.40756299999998,14155341075,1/16/18,98,Improper storage of equipment utensils or linens
1014,4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,94110,37.759174,-122.41906599999999,14155829718,6/14/18,83,"Inadequate procedures or records for time as a public health control, Unclean nonfood contact surfaces, Unclean or unsanitary food contact surfaces, Foods not protected from contamination"
1018,1664,PANDA EXPRESS,865 MARKET St C24,94103,37.784317,-122.40756299999998,14155249775,6/19/18,98,Unclean or degraded floors walls or ceilings
1019,64636,Chinatown YMCA (Kitchen),855 Sacramento St,94108,37.793234000000005,-122.40693200000001,14155579622,10/31/17,88,"Inadequate or unsanitary refuse containers or area or no garbage service, Inadequately cleaned or sanitized food contact surfaces, Foods not protected from contamination, Inadequate warewashing facilities or equipment"
1023,2664,Alice's Restaurant,1599 Sanchez St,94131,37.743602,-122.428803,14155288999,10/31/17,88,"Low risk vermin infestation, Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Food safety certificate or food handler card not available, Improper food storage"
1028,1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,94103,37.766293,-122.407671,14155432005,4/6/18,87,"Unclean hands or improper use of gloves, Inadequate warewashing facilities or equipment, Foods not protected from contamination"
1031,65007,Pause,1666 Market St.,94102,37.773344,-122.42163799999999,14155408984,11/2/17,90,"Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Permit license or inspection report not posted, Wiping cloths not clean or properly stored or inadequate sanitizer"
1035,2343,GRAND MISSION DONUT & BAKERY,2195 MISSION St,94110,37.761928999999995,-122.419308,14155628987,6/19/18,87,"Unauthorized or unsafe use of time as a public health control measure, Low risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager"
1038,10875,Brendas Meat & Three,919 DIVISADERO ST,94115,37.778194,-122.438474,14155928657,4/11/18,90,"Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces, Unapproved or unmaintained equipment or utensils"
1041,13814,Go Go Market & Deli,99 09th St,94103,37.774722,-122.40676100000002,14155863536,11/1/17,88,"Unclean or degraded floors walls or ceilings, Inadequate food safety knowledge or lack of certified food safety manager, Moderate risk vermin infestation, Inadequate warewashing facilities or equipment"
1045,69175,Mau Restaurant,665 Valencia St,94110,37.762381,-122.42156000000001,14155307517,4/10/18,83,"Improper cooling methods, Inadequately cleaned or sanitized food contact surfaces, Inadequate procedures or records for time as a public health control, Unclean nonfood contact surfaces"
1049,929,Cafe Ethiopia,878 Valencia St,94110,37.758832,-122.42135900000001,14155319097,8/13/18,89,"Inadequately cleaned or sanitized food contact surfaces, High risk vermin infestation"
1051,7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,94112,37.723133000000004,-122.452707,14155588296,4/11/18,96,Insufficient hot water or running water
1052,70434,Burrito Loco,850 ULLOA St,94127,37.740944,-122.46573000000001,14155664677,1/11/18,90,"Moderate risk food holding temperature, Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils"
1055,19055,Moscone Center West - Bsmt Kitchen,800 Howard St Basement,94103,37.783257,-122.40281599999999,14155974040,8/9/18,89,"High risk vermin infestation, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings"
1058,5842,GRATTAN ELEMENTARY SCHOOL,165 GRATTAN St,94117,37.763842,-122.45051299999999,14155752815,4/10/18,98,Food safety certificate or food handler card not available
1059,6030,Woolf House Senior Center,801 Howard St . #413,94103,37.783037,-122.402952,14155677603,10/24/17,98,Unclean or degraded floors walls or ceilings
1060,71328,Fable,558 CASTRO St,94114,37.759928,-122.434945,14155552404,6/19/18,92,"Inadequate and inaccessible handwashing facilities, Foods not protected from contamination"
1062,999,SERRANO'S PIZZA II,3274 21st St,94110,37.756997,-122.420534,14155691615,1/23/18,80,"Moderate risk food holding temperature, Employee eating or smoking, Foods not protected from contamination, Wiping cloths not clean or properly stored or inadequate sanitizer, Food safety certificate or food handler card not available, Low risk vermin infestation, Unclean nonfood contact surfaces"
1069,2017,THE GROVE FILLMORE,2016 FILLMORE St,94115,37.788146999999995,-122.433637,14155471419,1/23/18,89,"Inadequately cleaned or sanitized food contact surfaces, Unclean hands or improper use of gloves"
1071,7405,TRADER JOE'S,3 MASONIC Ave,94118,37.783444,-122.447294,14155349964,11/1/17,89,"Improper reheating of food, Inadequate and inaccessible handwashing facilities"
1073,70838,Trattoria Da Vittorio,150 WEST PORTAL Ave,94127,37.739222999999996,-122.46766000000001,14150507976,1/11/18,81,"Unapproved or unmaintained equipment or utensils, Food safety certificate or food handler card not available, Improper cooling methods, Inadequately cleaned or sanitized food contact surfaces, Foods not protected from contamination"
1078,2136,STARBUCKS COFFEE CO.,100 WEST PORTAL Ave,94122,37.739514,-122.46733,14155668370,10/30/17,98,Improper storage use or identification of toxic substances
1079,21583,Cafe Royale,800 Post St,94109,37.787448,-122.41524299999999,14159444099,6/14/18,96,Inadequately cleaned or sanitized food contact surfaces
1080,7538,FREDS LIQUOR & DELI,151 06th St,94103,37.774722,-122.40676100000002,14155547337,10/26/17,96,"Wiping cloths not clean or properly stored or inadequate sanitizer, Low risk vermin infestation"
1082,7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,94112,37.712148,-122.452076,14155331628,4/16/18,78,"Improper food storage, Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Low risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature, Improper storage of equipment utensils or linens, Inadequate and inaccessible handwashing facilities"
1090,3623,CHAVA'S,2839 MISSION St,94110,37.751554,-122.418376,14155280283,4/16/18,85,"Employee eating or smoking, Food safety certificate or food handler card not available, Improper cooling methods, Improper food storage"
1094,63652,SFDH - Banquet Main Kitchen,450 Powell St 2nd Floor,94102,37.788918,-122.408507,14155397755,4/10/18,93,High risk food holding temperature
1095,69282,New Jumbo Seafood Restaurant,1532 NORIEGA St,94122,37.754132,-122.48005800000001,14155681800,4/17/18,64,"Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils, Improper storage use or identification of toxic substances, Unclean nonfood contact surfaces, Inadequate food safety knowledge or lack of certified food safety manager, Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Improper thawing methods, High risk food holding temperature, Unclean or unsanitary food contact surfaces"
1105,3345,"BAR NONE-SF, LLC",1980 UNION St,94123,37.797578,-122.43188300000001,14155920300,4/12/18,79,"Inadequate and inaccessible handwashing facilities, Unclean or unsanitary food contact surfaces, Insufficient hot water or running water, Food safety certificate or food handler card not available, Unclean or degraded floors walls or ceilings, Improper or defective plumbing"
1111,3095,Whitcomb Hotel Bar & Grill,1231 MARKET St,94103,37.778357,-122.415182,14155628000,4/17/18,77,"Unapproved or unmaintained equipment or utensils, High risk food holding temperature, Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces"
1116,2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO St,94117,37.775184,-122.43786399999999,14155563634,4/12/18,80,"Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature, Unclean or unsanitary food contact surfaces, Unclean hands or improper use of gloves"
1120,2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,94103,37.765122999999996,-122.417919,14155626688,4/11/18,74,"Moderate risk vermin infestation, Improper cooling methods, Inadequately cleaned or sanitized food contact surfaces, High risk food holding temperature, Food safety certificate or food handler card not available, Unclean nonfood contact surfaces"
1126,1882,Sorabol-Stonestown Galleria,3251 20th Ave,94132,37.728497,-122.47563899999999,14155755959,4/16/18,92,"Improper food storage, Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities"
1129,4801,YICK'S LIQUOR,4701 MISSION St,94112,37.723040000000005,-122.43601699999999,14155582662,10/30/17,98,Improper food storage
1130,62550,ANZU Restaurant,"222 Mason St, 2nd Floor",94102,37.785647999999995,-122.409497,14155391111,10/26/17,96,Inadequately cleaned or sanitized food contact surfaces
1131,14303,Mango Medley,3911 Judah St.,94122,37.760453999999996,-122.50393899999999,14155683228,6/21/18,84,"Improper food storage, Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
1136,1021,LA SANTANECA DE LA MISSION,2815 MISSION St,94110,37.751884999999994,-122.418406,14155282131,4/17/18,96,Inadequately cleaned or sanitized food contact surfaces
1137,782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI St,94107,37.764627000000004,-122.39676399999999,14150770519,4/13/18,92,"Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation"
1139,2627,BURGERMEISTER,138 Church St,94114,37.768776,-122.42909499999999,14155432874,5/30/18,89,"Inadequate and inaccessible handwashing facilities, High risk food holding temperature"
1141,5025,PIZZA HUT,3349 MISSION St,94110,37.743313,-122.42136299999999,14155472600,4/5/18,90,"Food safety certificate or food handler card not available, Insufficient hot water or running water, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings"
1145,7747,SAFEWAY STORE #964,4950 Mission St,94112,37.71954,-122.438775,14155587200,6/22/18,83,"High risk food holding temperature, No thermometers or uncalibrated thermometers, Improper or defective plumbing, Inadequate and inaccessible handwashing facilities, Unclean or degraded floors walls or ceilings"
1150,2317,BURGER JOINT,807 VALENCIA St,94110,37.759933000000004,-122.421356,14155823494,4/11/18,90,"Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature, Food safety certificate or food handler card not available"
1153,6003,JOSEPH LEE RECREATION CENTER,1395 MENDELL St,94124,37.735232,-122.38969399999999,14155829040,8/14/18,89,"Inadequate and inaccessible handwashing facilities, High risk vermin infestation"
1155,65051,Mission Cheese,736 Valencia St,94110,37.761146999999994,-122.42153400000001,14155558667,6/27/18,93,High risk food holding temperature
1156,253,Ann's Donut Coffee Shop,4488 Mission St,94112,37.725949,-122.43390600000001,14155331761,11/14/17,92,"Wiping cloths not clean or properly stored or inadequate sanitizer, Unclean or degraded floors walls or ceilings, Low risk vermin infestation, Improper storage use or identification of toxic substances"
1160,4789,WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA,1231 MARKET St,94103,37.778357,-122.415182,14155628000,4/17/18,84,"Inadequate and inaccessible handwashing facilities, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature"
1165,62064,California Grocery,123 Eddy St,94102,37.784303,-122.40964699999999,14155448608,6/27/18,94,"Unclean or degraded floors walls or ceilings, Inadequate ventilation or lighting, Unapproved or unmaintained equipment or utensils"
1168,3309,ALBORZ,1245 VAN NESS Ave,94109,37.787375,-122.421844,14155444321,8/15/18,81,"Unclean or unsanitary food contact surfaces, Permit license or inspection report not posted, Improper thawing methods, Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation"
1173,64154,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,94108,37.794457,-122.407896,14155982783,11/9/17,86,"Wiping cloths not clean or properly stored or inadequate sanitizer, Moderate risk food holding temperature, Improper thawing methods, Foods not protected from contamination"
1177,2755,SOCIALE,3665 SACRAMENTO St,94118,37.787364000000004,-122.45298999999999,14155920309,8/16/18,88,"Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Improper storage of equipment utensils or linens"
1181,2421,ST FRANCIS FOUNTAIN,2801 24th St,94110,37.752833,-122.408349,14155824200,11/13/17,85,"Unclean or degraded floors walls or ceilings, Moderate risk vermin infestation, Improper storage of equipment utensils or linens, Improper cooling methods"
1185,60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,94110,37.755044,-122.41650600000001,14155643117,11/14/17,89,"Unclean or unsanitary food contact surfaces, Inadequate food safety knowledge or lack of certified food safety manager"
1187,4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,94112,37.709683,-122.457571,14150999200,4/16/18,88,"Low risk vermin infestation, Unclean or degraded floors walls or ceilings, Insufficient hot water or running water, Inadequately cleaned or sanitized food contact surfaces"
1191,8750,Kokoro Assisted Living,1881 Bush Street,94109,37.787639,-122.428182,14155378288,8/17/18,94,"Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils"
1193,3699,MATTERHORN RESTAURANT,2323 VAN NESS Ave,94109,37.797184,-122.423824,14155886116,8/16/18,96,Inadequately cleaned or sanitized food contact surfaces
1194,3839,EL TORO TAQUERIA,598 VALENCIA St,94110,37.763458,-122.421784,14155433351,4/16/18,87,"Improper reheating of food, Improper food storage, Unclean or degraded floors walls or ceilings, Permit license or inspection report not posted"
1198,3630,MAD DOG IN THE FOG,530 HAIGHT St,94117,37.772096999999995,-122.43081399999998,14155627279,1/30/18,90,"Permit license or inspection report not posted, Food safety certificate or food handler card not available, Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation"
1202,19357,Original Buffalo Wings,2499 Lombard St,94123,37.799095,-122.442457,14155938181,1/16/18,69,"Foods not protected from contamination, Food in poor condition, Unpermitted food facility, Unclean nonfood contact surfaces, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper or defective plumbing, Permit license or inspection report not posted, High risk vermin infestation, Insufficient hot water or running water, Unclean or degraded floors walls or ceilings"
1212,4987,ROSSI'S DELI,426 Castro St,94114,37.761953999999996,-122.43516799999999,14155864533,6/14/18,89,"High risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces"
1214,3280,HARRY'S BAR,2020 FILLMORE St,94115,37.788307,-122.43366699999999,14155921000,1/29/18,82,"Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities, Other low risk violation, Moderate risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils"
